agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_fare_url
393900000000000086,Danske statsbaner,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000081,ÖBB-Personenverkehr AG,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000080,Deutsche Bahn AG,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000512,Vy Nattåg,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000076,Vygruppen AS,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000380,Snälltåget,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000315,Vy Tåg AB,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000074,SJ AB,https://www.resrobot.se/,Europe/Stockholm,sv,
393900000000000586,Tågab,https://www.resrobot.se/,Europe/Stockholm,sv,
